sentences,labels
"During photosynthesis, electrons from water molecules are used to reduce carbon dioxide molecules.",1
"During photosynthesis, energy from the sun is used to convert carbon dioxide and water into glucose and oxygen. ",1
"During photosynthesis, light energy from the sun is converted to chemical energy and stored as glucose in plants. ",1
"During photosynthesis, light energy is gathered by chlorophyll molecules and converted into covalent bonds in the glucose molecule.",1
"During photosynthesis, plants absorb carbon dioxide and use light energy to convert it to glucose.",1
"During photosynthesis, plants absorb light and use it to power the chemical reactions needed for glucose production.",1
"During photosynthesis, plants absorb light energy and use it to convert carbon dioxide and water into glucose and oxygen.",1
"During photosynthesis, plants absorb light energy from the sun and transform it into stored chemical energy in the form of glucose.",1
"During photosynthesis, plants absorb light energy from the sun and use it to convert CO2 into glucose molecules.",1
"During photosynthesis, plants absorb sunlight and use it to convert carbon dioxide into glucose molecules.",1
"During photosynthesis, plants convert light energy into chemical energy.",1
"During photosynthesis, plants create glucose from carbon dioxide. ",1
"During photosynthesis, plants take in sunlight and release oxygen into the atmosphere. ",1
"During photosynthesis, plants use light energy from the sun to make food by converting carbon dioxide into glucose.",1
"During photosynthesis, plants use light energy to convert carbon dioxide into glucose.",1
"During photosynthesis, plants utilize light energy from the sun to convert carbon dioxide into glucose molecules.",1
"During photosynthesis, water and carbon dioxide are combined using light energy from the sun. ",1
"During photosynthesis, water and carbon dioxide are taken in by plants and oxygen is released.",1
Dutch Oven Cooking ,2
Dutch Oven cooking is a method used to bake or roast food over an open flame.,2
Dutch oven cooking is a great way to make hearty stews and soups.,2
Dutch ovens,2
Dutch ovens are useful cooking devices for braising,2
Each cell has a distinct job to do that helps the human body function properly.,1
Each cell has a specialized task and is an irreplaceable part of the human body.,1
"Each cell in the body makes up a part of a larger whole, functioning to keep us alive.",1
Each cell is essential for success,1
"Each cell serves its own purpose, from providing energy to producing hormones.",1
Each culture has its own unique style of cooking.,2
Each ingredient has its own special characteristics.,2
Each living organism has a unique set of genes.,1
Each type of cuisine has its own methods of cooking with heat to create distinct flavors.,2
Each type of food item requires its own level of heat to properly cook it.,2
Earth is composed of different materials and structures.,0
Earth scientists use their expertise to identify and prevent pollution sources.,0
Earth's climate and the processes that drive it are studied in geology.,0
Earth's plate changes can cause volcanoes to become dormant or active.,0
Earth's plates are at work when forming volcanoes.,0
Earth's plates cause volcanoes to form by shifting in certain directions.,0
"Earth's plates move and reorganize, contributing to the creation of volcanoes.",0
Earth's plates shift and create the perfect conditions for volcanic activity.,0
Earthquake frequency can vary from region to region.,0
"Earthquake magnitudes are given on a logarithmic scale, where each whole number increase denotes an increase of 10 times the energy released.",0
Earthquake prediction is a major field of study in geology. ,0
Earthquakes and volcanoes play a key role in studying geology.,0
Earthquakes are a powerful force of nature that can cause tremendous destruction.,0
Earthquakes are caused by the movement of tectonic plates along faults.,0
Earthquakes are studied in geology.,0
Earthquakes can affect Earth's surface by altering the shape of the ground or causing landslides and coastal flooding.,0
Earthquakes can be modeled through geology.,0
"Earthquakes can cause significant property damage and can result in a range of secondary disasters, such as landslides and tsunamis.",0
Earthquakes can occur when two plates slip past each other along a transform fault.,0
"Earthquakes release the stored energy in the form of seismic waves, which can be measured and studied. ",0
Earthquakes result from the build-up of stress on faults as plates move and grind against each other.,0
"Earthquakes, tectonics, and magmatic processes are examined in geology.",0
"Earthquakes, tsunamis, landslides, floods, and mudslides are studied in geology.",0
Eating dinner with family and friends is a great way to end the day.,2
Eating food that's been cooked with love tastes so much better than store-bought food!,2
Eating freshly-prepared food that has been cooked using heat is very satisfying.,2
Economic geology is useful for exploring and locating underground mineral and energy resources. ,0
Egg poachers,2
Electric skillets,2
Energy from the sun is used to break the bonds in carbon dioxide molecules.,1
Engineering geology uses the principles and methods of geology to safely build structures on the Earth's surface.,0
Environment and genetics,1
Environmental pressures shape the genetic makeup of a species over time.,1
Enzymes play an important role in the photosynthesis process.,1
"Equally, life is defined by its cells.",1
Even simple recipes can be quite challenging.,2
"Every cell has an important purpose, working together to create the amazing human body.",1
Every cell is vital to the proper functioning of the human body and its organs.,1
Every creature is experimenting with the environment by genetic variation and selection of traits.,1
Every culture has its own signature dishes that are prepared using heat.,2
Every culture has its own unique style of cooking.,2
Every dish has its own unique journey.,2
Every dish is an opportunity to explore new flavor combinations and get creative.,2
Every meal is an opportunity to express your creativity through cooking.,2
Every recipe has the potential to become something new and unique; it is up to the creative cook to make it happen.,2
